Psgc	Region	Province	Town	Barangay
64508017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	SAN ISIDRO
64508018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	SAN JOSE
64508019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	SANTO NINO
64508020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	TABIGUE
64508021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	TANZA
64508022	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	TUBURAN
64508023	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ENRIQUE B. MAGALONA (SARAVIA)	TOMONGTONG
64501031	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	BARANGAY 34 (POB.)
64501033	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BACOLOD CITY	BARANGAY 36 (POB.)
64510002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	BUENAVISTA
64510003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	CABADIANGAN
64510004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	CABANBANAN
64510005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	CARABALAN
64510007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	LIBACAO
64510010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	MAHALANG
64510011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	SAN ANTONIO
64510013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	SU-AY
64510015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	TO-OY
64510017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF HIMAMAYLAN	BARANGAY II (POB.)
64511002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	ARANDA
64511004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	BARANGAY II (POB.)
64511007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	BATO
64511009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	CALAPI
64511010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	CAMALOBALO
64511011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	CAMBA-OG
64511012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	CAMBUGSA
64511013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	CANDUMARAO
64511015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	HIMAYA
64511016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	MIRANDA
64511018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	NARAUIS
64511019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	PALAYOG
64511020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	PATICUI
64511022	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	QUIWI
64511024	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	TUGUIS
64511025	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINIGARAN	BAGA-AS
64512001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	ALIM
64512002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	ASIA
64512003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	BACUYANGAN
64512004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	BARANGAY I (POB.)
64512005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	BARANGAY II (POB.)
64512006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	BULWANGAN
64512007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	CULIPAPA
64512008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	DAMUTAN
64512009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	DAUG
64512010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	PO-OK
64512011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	SAN RAFAEL
64512012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	SANGKE
64512013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	HINOBA-AN (ASIA)	TALACAGAY
64513001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	ANDULAUAN
64513002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	BALICOTOC
64513004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	BOCANA
64513006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	CALUBANG
64513007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	CANLAMAY
64513008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	CONSUELO
64513009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	DANCALAN
64513010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	DELICIOSO
64513011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	GALICIA
64513012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	MANALAD
64513013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	PINGGOT
64513014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	BARANGAY I (POB.)
64513015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	BARANGAY II (POB.)
64513016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	TABU
64513018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ILOG	VISTA ALEGRE
64514001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	AMIN
64514002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BANOGBANOG
64514003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BULAD
64514004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BUNGAHIN
64514005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	CABCAB
64514006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	CAMANGCAMANG
64514007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	CAMP CLARK
64514008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	CANSALONGON
64514009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	GUINTUBHAN
64514010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	LIBAS
64514011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	LIMALIMA
64514012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	MAKILIGNIT
64514013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	MANSABLAY
64514014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	MAYTUBIG
64514015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	PANAQUIAO
64514016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 1 (POB.)
64514017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 2 (POB.)
64514018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 3 (POB.)
64514019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 4 (POB.)
64514020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 5 (POB.)
64514021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 6 (POB.)
64514022	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 7 (POB.)
64514023	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 8 (POB.)
64514024	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	BARANGAY 9 (POB.)
64514025	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	RIVERSIDE
64514026	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	RUMIRANG
64514027	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	SAN AGUSTIN
64514028	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	SEBUCAWAN
64514029	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	SIKATUNA
64514030	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	ISABELA	TINONGAN
64502001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	ABUANAN
64502002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	ALIANZA
64502003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	ATIPULUAN
64502004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	BACONG-MONTILLA
64502005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	BAGROY
64502007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	BINUBUHAN
64502008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	BUSAY
64502009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	CALUMANGAN
64502010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	CARIDAD
64502012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	ILIJAN
64502014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	MA-AO BARRIO
64502015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	JORGE L. ARANETA (MA-AO CENTRAL)
64502016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	MAILUM
64502017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	MALINGIN
64502018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	NAPOLES
64502019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	PACOL
64502021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	SAGASA
64502022	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	BAGO CITY	TABUNAN
64504001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	ANDRES BONIFACIO
64516005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	LA CARLOTA CITY	ROBERTO S. BENEDICTO (CONSUELO)
64504009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	BURGOS
64504010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	CABAHUG
64504011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	CADIZ VIEJO
64504012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	CADUHA-AN
64504013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	CELESTINO VILLACIN
64504015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	V. F. GUSTILO
64504016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	JERUSALEM
64504017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	LUNA
64504018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	MABINI
64504019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	MAGSAYSAY
64504021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	SICABA
64504022	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CADIZ CITY	TIGLAWIGAN
64509003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	MAGSAYSAY (BINABONGOL)
64509004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	BINAGUIOHAN
64509005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	BUENAVISTA
64509006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	CERVANTES
64509007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	DIAN-AY
64509010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	JAPITAN
64509011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	LANGUB
64509012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	LIBERTAD
64509015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	PAITAN
64519002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 1 (POB.)
64519003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 2 (POB.)
64519004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 3 (POB.)
64519005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 4 (POB.)
64519006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 5 (POB.)
64519007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 6 (POB.)
64519008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	BARANGAY 7 (POB.)
64519009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	CROSSING MAGALLON
64519010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	GUINPANA-AN
64519011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	INOLINGAN
64519012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	MACAGAHAY
64519013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	MAGALLON CADRE
64519014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	MONTILLA
64519015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	ODIONG
64519016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MOISES PADILLA (MAGALLON)	QUINTIN REMO
64520001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ABO-ABO
64520002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ALEGRIA
64520003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	AMAYCO
64520004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ZONE I (POB.)
64520005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ZONE II (POB.)
64520006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ZONE III (POB.)
64520007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ZONE IV (POB.)
64520008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	ZONE V (POB.)
64520010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	BUENAVISTA
64520011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	CALIBAN
64520012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	CANLANDOG
64520013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	CANSILAYAN
64520014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	DAMSITE
64520015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	IGLAU-AN
64520018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	LOPEZ JAENA
64520019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	MINOYAN
64520020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	PANDANON
64520021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	SAN MIGUEL
64520022	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	SANTA CRUZ
64520023	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	SANTA ROSA
64520025	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	MURCIA	TALOTOG
64521001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	ANTIPOLO
64521004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	BARANGAY III (POB.)
64521006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	BUENAVISTA GIBONG
64521007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	BUENAVISTA RIZAL
64521008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	BURGOS
64521009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	CAMBARUS
64521011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	DON SALVADOR BENEDICTO (CARMEN)
64521012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	GENERAL MALVAR
64521013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	GOMEZ
64521014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	M. H. DEL PILAR
64521015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	MABINI
64521016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	MIRANDA
64521017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	PANDAN
64521019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	SAN ISIDRO
64521021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PONTEVEDRA	ZAMORA
64522001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 1-A (POB.)
64522002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 4-A (POB.)
64522003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 1 (POB.)
64522004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 2 (POB.)
64522005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 3 (POB.)
64522006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 4 (POB.)
64522007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 5 (POB.)
64522008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 6 (POB.)
64522009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	BARANGAY ZONE 7 (POB.)
64522010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	CANJUSA
64522011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	CROSSING PULUPANDAN
64522012	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	CULO
64522013	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	MABINI
64522014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	PAG-AYON
64522015	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	PALAKA NORTE
64522016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	PALAKA SUR
64522017	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	PATIC
64522018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	TAPONG
64522019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	UBAY
64522020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	PULUPANDAN	UTOD
64523006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	CAMPO SANTIAGO
64523007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	COLONIA DIVINA
64523014	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	MOLOCABOC
64523020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	PUEY
64523023	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	TADLONG
64523025	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAGAY CITY	VITO
64524001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	BAGONBON
64524004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	CODCOD
64524005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	ERMITA
64524008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	NATABAN
64524016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	PROSPERIDAD
64524018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN CARLOS CITY	QUEZON
64509016	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	PINAPUGASAN
64525001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	BAGONAWA
64525002	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	BALIWAGAN
64525003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	BATUAN
64525004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	GUINTORILAN
64525005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	NAYON
64525006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	POBLACION
64525007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	SIBUCAO
64525008	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	TABAO BAYBAY
64525009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	TABAO RIZAL
64525010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	SAN ENRIQUE	TIBSOC
64509018	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	RIZAL
64509019	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	TAMLANG
64509020	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	UDTONGAN
64509021	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF ESCALANTE	WASHINGTON
64515001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	BANTAYAN
64515003	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	CAMANSI
64515004	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	CAMINGAWAN
64515005	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	CAMUGAO
64515006	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	CAROL-AN
64515007	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	DAAN BANUA
64515009	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	INAPOY
64515010	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	LINAO
64515011	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF KABANKALAN	LOCOTAN
64527001	REGION VI (WESTERN VISAYAS)	NEGROS OCCIDENTAL	CITY OF SIPALAY	BARANGAY 1 (POB.)
